post	implicit_class	extra_implicit_class
a wall is meaningless once amnesty is granted . in time they will tear down the wall like they are tearing down statues . #notrumpamnesty	white_grievance	
a white ethnostate would be very safe . great for raising white children .	incitement	
absolute proof jews enemyof white race !	incitement	
adolf #hitler speaking on #economics : #nazi #whitepower #whitepeople #ows #oo #occupy #banksters	incitement	
aka make america white again	incitement	
all white . all . white . and  by the way  america is already safe . safer every year .	incitement	
alright who tf let the black kid sit at the front of the bus	incitement	
american is white and christian you meant  love .	incitement	
american white for ever ... usa	incitement	
amna  you hate whites . why do you live in a white country ? please repatriate yourself to your country of origin .	white_grievance	
and stats show he'll likely shoot a black man  so all you white hostages can just leave .	threatening	
and the kicker 70 % of the agents are white . know the facts before you idiots make false statement . take white selves back to europe .	incitement	
anglin has provided a platform for dehumanizing white women and his fan	white_grievance	
antifa & other leftists are the ones constantly defending violent muslims & is	stereotypical	
as it should be . all that is happening to europe today  hitler foresaw . he also knew the jewish plan to destroy whites .	incitement	
ban islam and hate religions like islam simple	stereotypical	
behind mongrelization of white	white_grievance	
biggest perpetrators of #whitegenocide are white people .	white_grievance	
black  hispanic  gay  trans  asian  not a white student union  it's why conservatism is useless  they watched as the left destroyed whiteness	white_grievance	
black on white crime vs white on black crime ! #rt #stopislam #makedclisten #wakeupamerica	stereotypical	
blacks are just as prejudiced as whites then . blacks don't want to live in black neighborhoods either .	white_grievance	
blood & honour - white aryan resistance t-shirt from the white resister va	incitement	
can ice come into classrooms and arrest ? ? ? ! ! ? ? ! ! ? ? ... pleaseee ! ! !	threatening	
charity gives them less incentive to help themselves . white race = ruined . good job .	white_grievance	
come to america because of prosterity = white america !	incitement	
come to america legally with respect for our laws  tax / debt payers  and citizens ! and if you did not then respect our laws by leaving !	stereotypical	
conservatism is dead . we're going to have white liberty or white fascism . and i choose liberty .	incitement	
continue staying white and christian . it has been helpful to your growth in america . keep your soul white and pure !	incitement	
cuckservatives : trump and white identity politics : is trump mainstreaming white identity politics ?	other	
democrats in white hoods have hung white republicans from nooses before  you don't scare us .	white_grievance	
diverstiy is a code word for white genocide	white_grievance	
do you want to save the #whiterace the wise ( #wei #white ) from #whitegenocide ?	white_grievance	
don't reform anything . it's simple follow the laws on the books . come here legally or get deported . can't wait for 2018	threatening	
elder  if you keep tweeting logic and facts like you are doing you will be called a white supremacist-doesn't matter not white-dems nuts .	white_grievance	
enforce our laws = they've got to go backmerit-based = less third-world #jointaddress	stereotypical	
every positive global development in the past 1000 + years has been introduced by whites . that is not accidental .	inferiority	
fair is codename for white trash	other	
four jewish media moguls drove us into ww 2 :	stereotypical	
from china to india to egypt to meso america  all ancient white civilizations were destroyed by diversity .	white_grievance	
fuhrer's birthday today 20th april . pl gather near city centre churches with swastika flags & slogans heil hitler .	incitement	
globalization = white genocide . usa next on the list ! never in america . keep your guns !	white_grievance	
good fences make good neighbors and locks keep honest people honest ! #maga build the wall	incitement	
good to see the former executive director of the south carolina republican party out in support of the #confederateflag #infowars	incitement	
happy birthday uncle adolf ! how i wish you were still with us .	incitement	
he needs more food  and white women	incitement	
hillary * white lion awakeningwhite might !	incitement	
his last name is klein and he hangs around with a pan-eurasianist duginist nazbol crypto-jew . these are not trustworthy people .	stereotypical	
honestly we shouldnt have saved them . if nat socs won there would be no muslim invasion  germany would still be a bastion of masculinity and european identity . support mr . nehlen !	incitement	
