ID	target	implied_statement
831167567435800576	white people	White people are superior.
831167567435800576	Minorities	Minorities are inferior cultures.
930164959258046466	Whites	Whites are murderers
930164959258046466	white people	White people kill other white people.
853388664210116609	Whites	Whites are violent
853388664210116609	white men	White men abuse women.
201045999056203777	Minorities	Minorities are substandard races
201045999056203777	White people	White people are privileged.
765728490629005312	black people	Black people hate white people.
765728490629005312	Blacks	Blacks hate whites
900790150896156672	Republicans	Republicans are racist
469846259293884416	Muslims	Muslims are murderers
469846259293884416	Muslims	Muslims are killers.
884087092850167808	Minorities	Minorities are subpar races
884087092850167808	white people	White people are stupid.
454711527745286144	Minorities	Minorities are subhuman
454711527745286144	nazis	nazis are violent
829157586255634433	white people	White people are racists.
829157586255634433	non-white people	non-white people are hypocrites
925593017343512577	Black people	Black people use too many drugs
922549336470204416	non-white people	non-white people are inferior
922549336470204416	white people	White people are superior.
928394009197850629	White Progressives	White Progressives hate the white race
228207550145900544	Minorities	Minorities are inferior to whites.
228207550145900544	non-white people	non-white people are inferior
899655162381447168	non-white people	non-white people are inferior
899655162381447168	white America	White America rules.
154249382118699008	white people	white people are oppressed.
154249382118699008	Minorities	Minorities are inferior
754814923696316416	Black Lives Matter	Black Lives Matter are a hate group.
754814923696316416	Blacks	Blacks promote hatred.
921143664558166018	Whites	Whites are racists
921143664558166018	white supremacy	White supremacy is a crime.
336884860855648257	illegal aliens	Illegal aliens commit fraud.
336884860855648257	Illegals	Illegals commit fraud for their own gain.
809842305888911360	Jews	Jews are killers
691154383480946688	Muslims	Muslims have a need to control others.
691154383480946688	Muslims	Muslims want to be in control.
900884557062393860	Immigrants	Immigrants are careless
900884557062393860	immigrants	Immigrants cause accidents.
844336749283364872	liberals	Liberals create problems.
924448920146776064	Conservative males	Conservative males are cowards
924448920146776064	white people	White people are afraid to stand up for whites.
621430307040980992	Jews	Jews don't like white people.
621430307040980992	Jews	Jews are subversive
703998851154186241	whites	whites are racist
703998851154186241	Immigrants	Immigrants have to be deported
703998851154186241	POC	People of color are inferior
892897124005945345	Minorities	Minorities mischaracterize whites
512966005388083201	Minorities	Minorities push white hatred
898964332591144960	non-white people	non-white people are not American
898964332591144960	white people	White people belong in the country.
411226322908631040	Minorities	Minorities are subpar human beings
783765656403533824	Immigrants	Immigrants are rapists and murderers
293958792067043328	White folks	Whites are trash
293958792067043328	white people	White people are trash.
912653139605577728	Jews	Jews are substandard
912653139605577728	Jews	Jews are not white.
866722158143299585	Jews	Jews are the enemy
866722158143299585	white folks	white folks are critical of others without assessing themselves
910207308679962625	Jews	Jews are devious
937151586190741504	Minorities	Minorities hate America
937151586190741504	Republicans	Republicans are white racists
463340177511809024	Minorities	Minorities prey on whites
463340177511809024	non-whites	Non-whites are violent.
926557456733523973	Minorities	Minorities live like heathens.
926557456733523973	white people	White people are good.
188351754214191104	Jews	Jews are racist.
188351754214191104	Jews	Jews are schemers
428597030395457536	Jewish people	Jewish people think they're being persecuted.
675838185239367680	Muslims	Muslims are domineering
889476192146870274	non-white people	non-white people are hateful
874043359177969666	Black people	Black people are violent and stupid
862669953748664323	Minorities	Minorities are manipulative liars.
862089527841746944	Illegals	Illegals think the law isn't for them.
862089527841746944	Illegal aliens	Illegal aliens shouldn't be in the country.
857317495979593730	Minorities	Minorities are at war with whites.
857317495979593730	white people	White people need to go away.
681824566683947009	White people	White people think it's them against other races
767042218859175936	Jews	Jews are devious
767042218859175936	Jewish people	Jewish people hate Trump.
934842177548464128	Minorities	Minorities are politically manipulative
901016139219816449	black people	Black people are violent.
901016139219816449	Democrats	Democrats are manipulative
690822469356138496	Conservative males	Conservative males are gullible.
735744916819574784	Minorities	Minorities are lower class of citizens
735744916819574784	white people	White people belong in America.
184348431093997568	Minorities	Minorities are inferior to whites
184348431093997568	whites	white supremacy
889390021236715521	Minorities	Minorities are inferior to whites
889390021236715521	white people	White people are babies.
900813618190716928	whites	whites kill minorities
900813618190716928	Blacks	Blacks hold whites to a double standard
280473534332039168	Black people	Black people are crazy
280473534332039168	black people	Black people have guns.
848666353007419392	whites	whites should be extinquished
848666353007419392	Minorities	Minorities want to wipe out the white race.
915086667345620994	Minorities	Minorities are taking over america
915086667345620994	white people	White people belong in the country.
940707817018630144	White people	A white person should trust another white person.
940707817018630144	Minorities	Minorities cannot be trusted.
836092129768198145	feminists	Feminists hate men.
836092129768198145	Feminists	Feminists despise males.
864389060248391680	Jews	Jews are liars.
864389060248391680	Jews	Jews are subversive
813619080548655104	non-white people	non-white people are threatening
